1,68.117854,60.301512
2,28.828407,14.817918
3,19.012500,22.054228
4,18.565691,17.002626
5,20.026914,17.323272
6,21.584855,21.856285
7,18.838580,12.990371
8,20.270084,22.763705
9,18.401001,11.452938
10,19.336396,16.705141
11,16.469108,19.147922
12,18.908700,19.524782
13,16.463715,10.120162
14,13.852165,7.872147
15,15.815133,44.211913
16,12.475173,21.955417
17,10.926530,17.382965
18,11.976821,15.403052
19,11.884976,28.476312
20,9.322763,9.681586
21,11.901914,13.889148
22,10.241295,11.950199
23,9.996848,11.717515
24,10.681846,13.292500
25,9.687106,19.485268
26,8.227409,16.149110
27,8.651746,10.639417
28,8.653090,37.567403
29,9.251174,12.789976
30,8.132877,11.887632
31,9.144577,18.326238
32,10.436446,15.429501
33,7.957323,9.827267
34,7.651960,16.599617
35,8.233655,16.704232
36,8.623501,9.983643
37,8.839426,9.888219
38,7.662637,9.677383
39,8.389300,11.297895
40,6.738028,11.273971
41,7.334813,6.916257
42,8.829805,8.484237
43,7.379948,10.133804
44,7.946088,8.509022
45,7.822742,13.536453
46,7.608537,11.438020
47,7.230774,8.321505
48,8.116852,7.569114
49,6.193343,12.000127
50,6.742869,7.118059
51,8.166697,7.356617
52,6.903454,11.118131
53,6.330040,16.791084
54,7.326252,15.074143
55,7.658675,12.103173
56,7.464158,7.007708
57,7.284891,19.140081
58,7.869923,11.323344
59,8.497634,7.701968
60,7.060924,14.176711
61,8.056389,9.161567
62,7.249299,12.623659
63,7.180311,7.133023
64,6.454136,8.316108
65,6.158889,10.087203
66,6.862581,9.388146
67,6.772574,11.602688
68,6.673443,6.965131
69,6.253974,11.714750
70,6.382438,10.948296
71,6.023999,10.834464
72,5.526646,7.047404
73,6.218555,8.961407
74,5.886722,6.950023
75,6.256394,10.244046
76,5.803068,8.526784
77,6.538838,7.438036
78,6.703520,8.805906
79,7.276068,10.677832
80,6.549144,6.443797
81,5.464775,8.959265
82,5.952539,8.122330
83,5.540733,15.723187
84,6.037550,17.708634
85,6.398672,7.661717
86,5.461208,16.585737
87,6.277595,7.313103
88,5.411134,6.380454
89,6.725479,8.509778
90,5.984367,6.571652
91,5.357904,14.689409
92,5.382512,8.794778
93,6.094115,9.330783
94,5.190089,17.409031
95,5.214357,10.101820
96,5.649326,9.174239
97,5.408241,7.067411
98,5.401119,6.948813
99,5.122425,8.265149
100,5.402219,5.242533
101,5.427398,5.707816
102,6.128724,7.598861
103,6.395757,15.786818
104,5.898380,9.512434
105,5.656999,9.089968
106,5.167818,8.064807
107,5.709770,4.635052
108,6.076733,6.287254
109,5.021732,5.500180
110,5.044633,11.664460
111,5.453437,6.610019
112,6.187509,8.832342
113,5.158064,17.093454
114,5.166578,6.209926
115,4.854378,7.022740
116,5.211989,6.295863
117,5.114032,7.021422
118,4.725962,6.063205
119,4.899539,5.754921
120,5.201399,8.215421
121,5.077896,7.680893
122,4.595321,9.104657
123,5.316398,11.390735
124,5.180197,9.615022
125,4.905871,6.611143
126,4.780967,7.254757
127,5.205646,6.298815
128,4.676456,4.997660
129,4.806280,6.666602
130,4.619543,11.806004
131,5.210586,8.016115
132,4.788836,7.462029
133,4.336902,6.315676
134,4.360867,8.514969
135,4.969434,9.781855
136,4.788455,9.802175
137,4.364584,5.517635
138,4.349351,5.843208
139,4.166431,10.363416
140,4.643679,4.346247
141,5.148979,6.339661
142,4.010976,6.325621
143,4.902358,10.353987
144,4.386818,5.877991
145,4.934030,5.574153
146,4.259076,9.396385
147,3.938512,6.623452
148,4.441818,5.765999
149,4.182511,5.467054
150,4.473251,7.397393
151,4.164458,6.639326
152,4.465549,8.399585
153,4.174077,7.257863
154,4.435989,5.907034
155,4.075220,6.012573
156,4.102726,10.423341
157,4.027839,7.809289
158,4.381333,5.766532
159,4.329440,6.211615
160,3.824871,5.319507
161,4.066997,5.116907
162,3.990232,5.613234
163,4.129241,9.517249
164,4.358167,5.221861
165,4.383661,7.221700
166,4.500872,5.852722
167,4.146967,8.178895
168,4.120976,7.354940
169,4.089667,7.736730
170,3.831899,6.057750
171,3.900197,6.196965
172,3.610686,6.317677
173,3.789375,8.732017
174,3.582399,7.209508
175,3.652941,7.191978
176,3.784695,5.203713
177,4.010080,7.950753
178,3.774019,5.554850
179,3.582639,7.403151
180,3.810730,5.600404
181,3.627243,4.529618
182,3.548944,7.249629
183,3.879574,5.965218
184,3.616805,6.846089
185,3.571779,6.862770
186,3.481663,7.205284
187,3.621238,7.376431
188,4.073470,11.341711
189,3.865436,7.439779
190,3.546366,7.104521
191,3.486414,7.156136
192,3.764347,7.387347
193,3.517249,5.904379
194,3.194533,5.181839
195,3.336477,10.020208
196,3.725198,5.215572
197,3.620502,6.494906
198,3.399373,7.388547
199,3.359411,7.045697
200,3.200551,5.865958
201,3.361217,7.516393
202,3.419741,7.040068
203,3.538235,10.105776
204,3.388816,6.995528
205,3.500539,4.673406
206,3.459340,5.664534
207,3.229706,6.177330
208,3.781947,5.117063
209,3.212880,5.565576
210,3.437945,6.807939
211,3.267639,4.976252
212,3.272357,4.926641
213,3.337790,4.960197
214,3.281504,6.351046
215,3.132726,6.190955
216,3.285171,4.833632
217,3.397378,5.863956
218,3.266222,6.218457
219,3.111964,6.456882
220,3.034356,5.348106
221,3.132160,4.777574
222,3.103686,7.496055
223,3.115918,4.776436
224,2.949441,4.383627
225,3.166935,5.556324
226,3.105441,8.433062
227,3.163612,8.892001
228,3.135722,4.040299
