1,1727.301903,1654.989528
2,337.546040,146.959607
3,110.924288,148.156192
4,112.463007,59.106959
5,110.049830,120.044055
6,107.951693,74.840370
7,120.206514,162.631444
8,123.147202,122.223206
9,109.968223,93.046752
10,115.250636,123.270607
11,105.560204,91.475319
12,96.393120,103.668849
13,97.972585,46.004887
14,84.096143,87.923827
15,87.960804,85.909596
16,76.254804,106.442651
17,57.129791,56.642182
18,66.029669,67.933650
19,55.616455,102.196940
20,64.165058,49.014980
21,57.379293,51.773330
22,55.307083,50.435122
23,50.408437,71.776860
24,60.491630,72.003131
25,61.314755,41.974482
26,49.311457,52.800241
27,52.332062,56.312845
28,51.171086,71.752643
29,43.249709,66.247463
30,45.900496,98.740596
31,35.427629,67.876114
32,41.947439,57.036631
33,44.839320,57.490141
34,43.956705,43.462461
35,45.232971,66.718721
36,39.786824,73.581078
37,43.843117,31.040893
38,42.904954,44.042091
39,39.271947,63.572253
40,37.316195,40.144323
41,38.923123,37.632148
42,40.811954,62.296804
43,30.322865,87.639307
44,29.822285,64.049287
45,34.753184,28.759649
46,34.402589,41.205750
47,33.653324,111.989462
48,30.212553,38.599136
49,29.523439,46.183602
50,28.649703,53.800729
51,30.086617,72.585130
52,30.474268,34.226031
53,34.462915,37.626906
54,34.050949,43.467915
55,26.474979,44.469762
56,32.472020,55.312316
57,31.707827,42.121069
58,27.543084,30.022595
59,29.048983,35.981478
60,29.441016,51.368353
61,27.071431,34.014670
62,27.486612,29.903627
63,31.660754,32.907663
64,29.426901,37.507670
65,27.367721,34.422499
66,30.329435,28.560342
67,25.963493,29.608092
68,23.270062,60.884175
69,24.571836,41.279389
70,27.403727,32.424565
71,23.717966,55.924995
72,24.512360,92.109378
73,23.893401,64.368701
74,28.385622,32.129672
75,24.006612,38.299635
76,25.453589,33.962991
77,27.164390,47.469114
78,23.358548,33.265271
79,25.095387,39.257127
80,26.363957,65.796616
81,24.173401,50.488751
82,25.283308,41.802302
83,25.215914,29.605804
84,22.843195,47.769367
85,23.840216,72.365069
86,23.440316,41.678267
87,23.399375,53.663135
88,24.598990,36.243698
89,22.712238,66.684587
90,19.885924,38.856901
91,21.694201,68.909823
92,21.444269,31.390664
93,21.959143,102.048782
94,23.554991,55.471149
95,23.255622,75.059067
96,21.150382,40.748855
97,20.558540,38.341513
98,20.492258,37.032254
99,23.214521,55.982948
100,22.748692,77.313597
101,21.787213,29.408753
102,20.741448,56.076103
103,22.442528,30.167922
104,21.830168,48.966948
105,20.178097,35.302320
106,21.926647,26.264308
107,19.690011,23.264443
108,18.591139,31.197885
109,20.024069,37.025396
110,23.083854,50.191288
111,20.404799,58.329233
112,20.307286,51.535241
113,21.381441,55.933063
114,19.309257,41.842708
115,19.278750,55.242039
116,19.542187,37.466241
117,21.111603,39.299808
118,17.747616,30.560714
119,16.510970,33.772298
120,18.920792,23.019226
121,18.608140,34.330074
122,20.526429,38.806580
123,21.598068,37.322342
124,18.394381,47.863642
125,19.358141,54.703977
126,18.741506,79.045633
127,16.529629,40.216063
128,17.086711,52.779185
129,16.004997,44.012085
130,19.333378,43.570332
131,15.405218,32.182278
132,19.782627,22.833645
133,17.685287,24.891021
134,16.631022,38.920929
135,17.520673,46.553021
136,16.587688,27.252526
137,18.322309,54.829521
138,16.202936,65.062331
139,16.482597,41.264795
140,18.372161,42.505579
141,18.082702,37.377717
142,15.699637,41.136854
143,16.783775,44.043887
144,15.600101,29.785769
145,15.877383,22.564751
146,14.901703,24.290109
147,16.101073,37.158111
148,18.196945,28.884481
149,17.823604,67.904082
150,19.062037,56.599019
151,15.616569,82.713579
152,14.570516,41.209644
153,17.037325,38.881970
154,14.862470,37.633342
155,14.799145,42.855156
156,14.820606,48.075320
157,14.485222,17.767514
158,15.776966,21.084207
159,16.798663,45.313517
160,16.269905,43.552960
161,15.075010,49.946763
162,15.565708,49.644270
163,14.887221,72.975431
164,14.213741,36.126287
165,14.552704,58.725625
166,14.303933,44.943414
167,13.609712,37.777176
168,14.368325,36.421375
169,13.395666,48.148992
170,13.485825,20.629984
171,15.057963,23.597246
172,13.623411,20.459563
173,14.321468,36.407717
174,14.864740,34.777502
175,16.861305,35.332479
176,14.492103,22.577490
177,15.318978,28.331124
178,13.356809,48.831824
179,14.643895,35.560072
180,14.300526,73.494427
181,14.295531,47.198322
182,14.211046,68.385713
183,12.965067,18.159142
184,14.337802,86.917558
185,13.689883,35.760840
186,14.009507,54.539749
187,13.961034,33.452842
188,12.938893,39.674135
189,13.729736,49.809590
